max_salary
32000
0
0
0
0
17000
78624
35000
60000
0
0
28000
45000
45000
0
40000
38324
40000
50000
40000
30000
45000
45000
55000
35000
30000
0
40000
60000
45000
0
45000
25000
40000
55000
45000
40000
10608
40000
36618
0
25000
60000
34000
55000
55000
40000
60000
40000
70000
42350
60000
0
45000
27000
0
55900
25625
55000
65000
50400
40000
0
60000
60000
50000
33000
45000
0
70000
70000
50000
26000
60000
80000
95000
26000
0
55000
50000
45000
45000
0
70000
40000
30000
65000
63000
0
60000
48702
0
35000
100800
100800
63000
75000
45000
30000
40000
25000
30000
35000
70000
45000
45000
45000
47000
42000
35000
40000
40000
40000
95000
35000
40000
50000
35000
57000
55000
43000
40000
16224
0
35000
0
34000
65000
46000
13728
45000
26000
0
55000
60000
75000
75000
30000
36000
48000
75000
75000
75000
39000
60000
60000
43000
34000
34000
37500
40000
55000
37500
24000
40000
16224
50000
65000
0
25000
25000
25000
25000
